# gaia_id               instrument   name                   type      feh0                   e_feh0   n0      feh1                   e_feh1   n1     feh                    e_feh   shift   source       ra_gaia              dec_gaia              ogle_id   monson_id   ID_ASAS         use      use_id          keep   oo_class   Nep   period     totamp   A1      A2      A3      A1_e    A2_e    A3_e    phi1     phi2    phi3     phi1_e   phi2_e   phi3_e   phi21     phi21_e   phi31   phi31_e   meanmag   meanmag_e   cost     phcov   phcov2   snr      Npt   order   minmax  
  4918030715504071296   UVES         AO_Tuc                 RRc       -1.8299999237060547    0.134    44.0    -1.8289999961853027    0.108    17.0   -1.8294999599456787    0.102   0.0     Crestani21   1.0265057114562934   -59.485239980319825   NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  4918030715504071296   UVES         AO_Tuc                 RRc       -1.5529999732971191    0.122    21.0    -1.553999900817871     0.125    7.0    -1.5534999370574951    0.102   0.0     Crestani21   1.0265057114562934   -59.485239980319825   NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  1167409941124817664   SALT         AP_Ser                 RRc       -1.7979998588562012    0.146    15.0    -1.7989997863769531    0.213    12.0   -1.7984998226165771    0.056   0.0     Crestani21   228.50366381177082   9.980890479906531     NaN       NaN         151401+0958.9   asas     151401+0958.9   1.0    ""         246   0.340765   0.221    0.1     0.018   0.012   0.004   0.004   0.004   0.078    3.411   0.902    0.038    0.229    0.3      9.5391    0.2429    6.952   0.324     10.674    0.003       0.4693   0.981   0.981    43.2     246   4       0.403   
  6378877082899249664   UVES         AR_Oct                 RRab      -0.15600013732910156   0.153    56.0    -0.15700006484985352   0.168    13.0   -0.15650010108947754   0.102   0.0     Crestani21   348.0608411454683    -74.5795926901805     NaN       NaN         231214-7434.7   asas     231214-7434.7   1.0    1.0        361   0.394028   0.797    0.246   0.139   0.084   0.007   0.007   0.007   -0.018   2.796   -0.61    0.03     0.052    0.085    9.1151    0.0774    5.728   0.126     12.359    0.005       0.55     0.984   0.985    228.6    361   8       0.966   
  5596822911942653184   DuPont       ASAS-081012-2903.0    RRc       -0.48999977111816406   0.243    102.0   -0.48999977111816406   0.224    37.0   -0.48999977111816406   0.138   0.0     Crestani21   122.5502532202903    -29.050192737699334   NaN       NaN         081012-2903.0   asas     081012-2903.0   1.0    ""         218   0.229655   0.186    0.089   0.007   0.001   0.0     0.0     0.0     0.004    3.182   1.342    0.005    0.068    0.802    9.4565    0.07      7.611   0.802     9.359     0.0         0.027    0.979   0.97     175.4    218   5       0.246   
  5763560719245142272   DuPont       ASAS-085254-0300.3    RRc-BL    -1.65                  0.33     21.0    -1.67                  0.23     19.0   -1.66                  0.116   0.0     Sneden2017   133.22657619564004   -3.0047250190823904   NaN       NaN         085254-0300.3   asas     085254-0300.3   1.0    ""         240   0.266902   0.171    0.069   0.007   0.015   0.003   0.003   0.003   0.017    1.862   -0.28    0.048    0.702    0.215    8.1104    0.7134    5.952   0.258     12.306    0.002       0.5609   0.981   0.979    31.9     240   4       0.478   
  5763560719245142272   DuPont       ASAS-085254-0300.3    RRc-BL    -1.55                  0.19     32.0    -1.54                  0.22     25.0   -1.545                 0.116   0.0     Sneden2017   133.22657619564004   -3.0047250190823904   NaN       NaN         085254-0300.3   asas     085254-0300.3   1.0    ""         240   0.266902   0.171    0.069   0.007   0.015   0.003   0.003   0.003   0.017    1.862   -0.28    0.048    0.702    0.215    8.1104    0.7134    5.952   0.258     12.306    0.002       0.5609   0.981   0.979    31.9     240   4       0.478   
  5763560719245142272   DuPont       ASAS-085254-0300.3    RRc-BL    -1.59                  0.26     18.0    -1.62                  0.22     16.0   -1.605                 0.116   0.0     Sneden2017   133.22657619564004   -3.0047250190823904   NaN       NaN         085254-0300.3   asas     085254-0300.3   1.0    ""         240   0.266902   0.171    0.069   0.007   0.015   0.003   0.003   0.003   0.017    1.862   -0.28    0.048    0.702    0.215    8.1104    0.7134    5.952   0.258     12.306    0.002       0.5609   0.981   0.979    31.9     240   4       0.478   
  5759634298798649472   DuPont       ASAS-090900-0410.4    RRc-BL    -1.97                  0.26     17.0    -1.98                  0.17     13.0   -1.975                 0.116   0.0     Sneden2017   137.25031774020994   -4.1735193381940245   NaN       NaN         090900-0410.4   asas     090900-0410.4   1.0    ""         314   0.303257   0.237    0.119   0.016   0.008   0.001   0.001   0.001   0.019    3.763   0.844    0.009    0.074    0.154    10.0086   0.0763    7.071   0.156     10.534    0.001       0.1369   0.984   0.975    141.9    314   4       0.356   
  5759634298798649472   DuPont       ASAS-090900-0410.4    RRc-BL    -1.9                   0.2      19.0    -1.93                  0.23     13.0   -1.915                 0.116   0.0     Sneden2017   137.25031774020994   -4.1735193381940245   NaN       NaN         090900-0410.4   asas     090900-0410.4   1.0    ""         314   0.303257   0.237    0.119   0.016   0.008   0.001   0.001   0.001   0.019    3.763   0.844    0.009    0.074    0.154    10.0086   0.0763    7.071   0.156     10.534    0.001       0.1369   0.984   0.975    141.9    314   4       0.356   
  5759634298798649472   DuPont       ASAS-090900-0410.4    RRc-BL    -1.7259998321533203    0.198    28.0    -1.7239999771118164    0.195    19.0   -1.7249999046325684    0.138   0.0     Crestani21   137.25031774020994   -4.1735193381940245   NaN       NaN         090900-0410.4   asas     090900-0410.4   1.0    ""         314   0.303257   0.237    0.119   0.016   0.008   0.001   0.001   0.001   0.019    3.763   0.844    0.009    0.074    0.154    10.0086   0.0763    7.071   0.156     10.534    0.001       0.1369   0.984   0.975    141.9    314   4       0.356   
  5759634298798649472   DuPont       ASAS-090900-0410.4    RRc-BL    -1.5219998359680176    0.204    22.0    -1.5199999809265137    0.155    18.0   -1.5209999084472656    0.138   0.0     Crestani21   137.25031774020994   -4.1735193381940245   NaN       NaN         090900-0410.4   asas     090900-0410.4   1.0    ""         314   0.303257   0.237    0.119   0.016   0.008   0.001   0.001   0.001   0.019    3.763   0.844    0.009    0.074    0.154    10.0086   0.0763    7.071   0.156     10.534    0.001       0.1369   0.984   0.975    141.9    314   4       0.356   
  3535368455297644928   DuPont       ASAS-110522-2641.0    RRc-BL    -1.48                  0.18     26.0    -1.46                  0.26     25.0   -1.47                  0.116   0.0     Sneden2017   166.34138016091185   -26.684657825451286   NaN       NaN         110522-2641.0   asas     110522-2641.0   1.0    ""         314   0.294456   0.2      0.096   0.008   0.002   0.001   0.001   0.001   0.019    3.09    1.198    0.015    0.176    0.816    9.3348    0.1792    7.423   0.814     11.526    0.001       0.2568   0.984   0.986    83.4     314   3       0.359   
  3535368455297644928   DuPont       ASAS-110522-2641.0    RRc-BL    -1.73                  0.22     22.0    -1.72                  0.22     19.0   -1.725                 0.116   0.0     Sneden2017   166.34138016091185   -26.684657825451286   NaN       NaN         110522-2641.0   asas     110522-2641.0   1.0    ""         314   0.294456   0.2      0.096   0.008   0.002   0.001   0.001   0.001   0.019    3.09    1.198    0.015    0.176    0.816    9.3348    0.1792    7.423   0.814     11.526    0.001       0.2568   0.984   0.986    83.4     314   3       0.359   
  3535368455297644928   DuPont       ASAS-110522-2641.0    RRc-BL    -1.8                   0.27     19.0    -1.84                  0.22     11.0   -1.82                  0.116   0.0     Sneden2017   166.34138016091185   -26.684657825451286   NaN       NaN         110522-2641.0   asas     110522-2641.0   1.0    ""         314   0.294456   0.2      0.096   0.008   0.002   0.001   0.001   0.001   0.019    3.09    1.198    0.015    0.176    0.816    9.3348    0.1792    7.423   0.814     11.526    0.001       0.2568   0.984   0.986    83.4     314   3       0.359   
  3535368455297644928   DuPont       ASAS-110522-2641.0    RRc-BL    -1.86                  0.22     24.0    -1.82                  0.21     19.0   -1.84                  0.116   0.0     Sneden2017   166.34138016091185   -26.684657825451286   NaN       NaN         110522-2641.0   asas     110522-2641.0   1.0    ""         314   0.294456   0.2      0.096   0.008   0.002   0.001   0.001   0.001   0.019    3.09    1.198    0.015    0.176    0.816    9.3348    0.1792    7.423   0.814     11.526    0.001       0.2568   0.984   0.986    83.4     314   3       0.359   
  3535368455297644928   DuPont       ASAS-110522-2641.0    RRc-BL    -1.9                   0.22     19.0    -1.91                  0.23     13.0   -1.9049999999999998    0.116   0.0     Sneden2017   166.34138016091185   -26.684657825451286   NaN       NaN         110522-2641.0   asas     110522-2641.0   1.0    ""         314   0.294456   0.2      0.096   0.008   0.002   0.001   0.001   0.001   0.019    3.09    1.198    0.015    0.176    0.816    9.3348    0.1792    7.423   0.814     11.526    0.001       0.2568   0.984   0.986    83.4     314   3       0.359   
  3535368455297644928   DuPont       ASAS-110522-2641.0    RRc-BL    -1.63                  0.23     25.0    -1.61                  0.18     14.0   -1.62                  0.116   0.0     Sneden2017   166.34138016091185   -26.684657825451286   NaN       NaN         110522-2641.0   asas     110522-2641.0   1.0    ""         314   0.294456   0.2      0.096   0.008   0.002   0.001   0.001   0.001   0.019    3.09    1.198    0.015    0.176    0.816    9.3348    0.1792    7.423   0.814     11.526    0.001       0.2568   0.984   0.986    83.4     314   3       0.359   
  3506252592823024640   DuPont       ASAS-132225-2042.3    RRc       -1.03                  0.2      51.0    -1.02                  0.18     31.0   -1.025                 0.116   0.0     Sneden2017   200.6052485910665    -20.706001756763964   NaN       NaN         132225-2042.3   asas     132225-2042.3   1.0    ""         304   0.235935   0.232    0.116   0.016   0.009   0.001   0.001   0.001   0.009    2.962   -0.237   0.01     0.071    0.132    9.2267    0.0726    6.018   0.137     10.279    0.001       0.1439   0.98    0.985    130.7    304   3       0.363   
  3506252592823024640   DuPont       ASAS-132225-2042.3    RRc       -1.02                  0.23     52.0    -0.99                  0.2      32.0   -1.005                 0.116   0.0     Sneden2017   200.6052485910665    -20.706001756763964   NaN       NaN         132225-2042.3   asas     132225-2042.3   1.0    ""         304   0.235935   0.232    0.116   0.016   0.009   0.001   0.001   0.001   0.009    2.962   -0.237   0.01     0.071    0.132    9.2267    0.0726    6.018   0.137     10.279    0.001       0.1439   0.98    0.985    130.7    304   3       0.363   
  3506252592823024640   DuPont       ASAS-132225-2042.3    RRc       -0.94                  0.25     68.0    -0.93                  0.22     31.0   -0.935                 0.116   0.0     Sneden2017   200.6052485910665    -20.706001756763964   NaN       NaN         132225-2042.3   asas     132225-2042.3   1.0    ""         304   0.235935   0.232    0.116   0.016   0.009   0.001   0.001   0.001   0.009    2.962   -0.237   0.01     0.071    0.132    9.2267    0.0726    6.018   0.137     10.279    0.001       0.1439   0.98    0.985    130.7    304   3       0.363   
  3506252592823024640   DuPont       ASAS-132225-2042.3    RRc       -0.94                  0.26     64.0    -0.94                  0.21     28.0   -0.94                  0.116   0.0     Sneden2017   200.6052485910665    -20.706001756763964   NaN       NaN         132225-2042.3   asas     132225-2042.3   1.0    ""         304   0.235935   0.232    0.116   0.016   0.009   0.001   0.001   0.001   0.009    2.962   -0.237   0.01     0.071    0.132    9.2267    0.0726    6.018   0.137     10.279    0.001       0.1439   0.98    0.985    130.7    304   3       0.363   
  3506252592823024640   DuPont       ASAS-132225-2042.3    RRc       -0.93                  0.18     57.0    -0.96                  0.18     31.0   -0.9450000000000001    0.116   0.0     Sneden2017   200.6052485910665    -20.706001756763964   NaN       NaN         132225-2042.3   asas     132225-2042.3   1.0    ""         304   0.235935   0.232    0.116   0.016   0.009   0.001   0.001   0.001   0.009    2.962   -0.237   0.01     0.071    0.132    9.2267    0.0726    6.018   0.137     10.279    0.001       0.1439   0.98    0.985    130.7    304   3       0.363   
  3506252592823024640   DuPont       ASAS-132225-2042.3    RRc       -0.94                  0.21     57.0    -0.94                  0.21     33.0   -0.94                  0.116   0.0     Sneden2017   200.6052485910665    -20.706001756763964   NaN       NaN         132225-2042.3   asas     132225-2042.3   1.0    ""         304   0.235935   0.232    0.116   0.016   0.009   0.001   0.001   0.001   0.009    2.962   -0.237   0.01     0.071    0.132    9.2267    0.0726    6.018   0.137     10.279    0.001       0.1439   0.98    0.985    130.7    304   3       0.363   
  3506252592823024640   DuPont       ASAS-132225-2042.3    RRc       -0.95                  0.3      42.0    -0.93                  0.27     26.0   -0.94                  0.116   0.0     Sneden2017   200.6052485910665    -20.706001756763964   NaN       NaN         132225-2042.3   asas     132225-2042.3   1.0    ""         304   0.235935   0.232    0.116   0.016   0.009   0.001   0.001   0.001   0.009    2.962   -0.237   0.01     0.071    0.132    9.2267    0.0726    6.018   0.137     10.279    0.001       0.1439   0.98    0.985    130.7    304   3       0.363   
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.3                   0.21     109.0   -1.3                   0.19     35.0   -1.3                   0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.16                  0.26     100.0   -1.17                  0.22     36.0   -1.165                 0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.25                  0.23     102.0   -1.25                  0.2      35.0   -1.25                  0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.12                  0.29     75.0    -1.07                  0.23     31.0   -1.0950000000000002    0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.18                  0.24     85.0    -1.17                  0.2      35.0   -1.1749999999999998    0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.23                  0.22     102.0   -1.25                  0.22     33.0   -1.24                  0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.52                  0.19     98.0    -1.52                  0.23     31.0   -1.52                  0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.31                  0.23     113.0   -1.29                  0.2      34.0   -1.3                   0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  3642187380028718464   DuPont       ASAS-143322-0418.2    RRc       -1.3                   0.27     107.0   -1.27                  0.21     36.0   -1.2850000000000001    0.116   0.0     Sneden2017   218.34183515092454   -4.303218183556239    NaN       NaN         143322-0418.2   asas     143322-0418.2   1.0    ""         353   0.249632   0.162    0.078   0.005   0.003   0.0     0.0     0.0     -0.0     3.318   0.392    0.006    0.097    0.204    9.6017    0.0988    6.676   0.205     10.258    0.0         0.0635   0.983   0.919    163.0    353   3       0.23    
  6322601191571653504   DuPont       ASAS-152205-0628.3    RRab      -1.6939997673034668    0.121    86.0    -1.6929998397827148    0.133    27.0   -1.6934998035430908    0.138   0.0     Crestani21   230.52012941736024   -6.471196605129382    NaN       NaN         152205-0628.3   asas     152205-0628.3   1.0    2.0        233   0.778895   0.299    0.119   0.048   0.019   0.002   0.002   0.002   -0.019   3.351   0.608    0.02     0.048    0.118    9.6716    0.061     6.948   0.13      10.464    0.002       0.03     0.98    0.979    266.6    233   8       0.334   
  6322601191571653504   DuPont       ASAS-152205-0628.3    RRab      -1.809999942779541     0.131    88.0    -1.810999870300293     0.097    28.0   -1.810499906539917     0.138   0.0     Crestani21   230.52012941736024   -6.471196605129382    NaN       NaN         152205-0628.3   asas     152205-0628.3   1.0    2.0        233   0.778895   0.299    0.119   0.048   0.019   0.002   0.002   0.002   -0.019   3.351   0.608    0.02     0.048    0.118    9.6716    0.061     6.948   0.13      10.464    0.002       0.03     0.98    0.979    266.6    233   8       0.334   
  4433070255716036864   DuPont       ASAS-162158+0244.5    RRc-BL    -1.65                  0.28     16.0    -1.68                  0.33     13.0   -1.665                 0.116   0.0     Sneden2017   245.49332739758293   2.7407370393579904    NaN       NaN         162158+0244.5   asas     162158+0244.5   1.0    ""         285   0.323811   0.186    0.084   0.008   0.003   0.005   0.004   0.003   0.019    1.171   1.493    0.053    1.152    1.243    7.4172    1.1895    7.72    1.234     12.377    0.003       0.7864   0.973   0.978    32.6     285   3       0.599   
  4433070255716036864   DuPont       ASAS-162158+0244.5    RRc-BL    -1.49                  0.28     8.0     -1.52                  0.1      10.0   -1.505                 0.116   0.0     Sneden2017   245.49332739758293   2.7407370393579904    NaN       NaN         162158+0244.5   asas     162158+0244.5   1.0    ""         285   0.323811   0.186    0.084   0.008   0.003   0.005   0.004   0.003   0.019    1.171   1.493    0.053    1.152    1.243    7.4172    1.1895    7.72    1.234     12.377    0.003       0.7864   0.973   0.978    32.6     285   3       0.599   
  4433070255716036864   DuPont       ASAS-162158+0244.5    RRc-BL    -1.43                  0.51     11.0    -1.52                  0.35     10.0   -1.475                 0.116   0.0     Sneden2017   245.49332739758293   2.7407370393579904    NaN       NaN         162158+0244.5   asas     162158+0244.5   1.0    ""         285   0.323811   0.186    0.084   0.008   0.003   0.005   0.004   0.003   0.019    1.171   1.493    0.053    1.152    1.243    7.4172    1.1895    7.72    1.234     12.377    0.003       0.7864   0.973   0.978    32.6     285   3       0.599   
  4433070255716036864   DuPont       ASAS-162158+0244.5    RRc-BL    -1.59                  0.4      14.0    -1.55                  0.22     10.0   -1.57                  0.116   0.0     Sneden2017   245.49332739758293   2.7407370393579904    NaN       NaN         162158+0244.5   asas     162158+0244.5   1.0    ""         285   0.323811   0.186    0.084   0.008   0.003   0.005   0.004   0.003   0.019    1.171   1.493    0.053    1.152    1.243    7.4172    1.1895    7.72    1.234     12.377    0.003       0.7864   0.973   0.978    32.6     285   3       0.599   
  4433070255716036864   DuPont       ASAS-162158+0244.5    RRc-BL    -1.71                  0.3      18.0    -1.69                  0.32     17.0   -1.7                   0.116   0.0     Sneden2017   245.49332739758293   2.7407370393579904    NaN       NaN         162158+0244.5   asas     162158+0244.5   1.0    ""         285   0.323811   0.186    0.084   0.008   0.003   0.005   0.004   0.003   0.019    1.171   1.493    0.053    1.152    1.243    7.4172    1.1895    7.72    1.234     12.377    0.003       0.7864   0.973   0.978    32.6     285   3       0.599   
  4433070255716036864   DuPont       ASAS-162158+0244.5    RRc-BL    -1.48                  0.32     13.0    -1.52                  0.36     7.0    -1.5                   0.116   0.0     Sneden2017   245.49332739758293   2.7407370393579904    NaN       NaN         162158+0244.5   asas     162158+0244.5   1.0    ""         285   0.323811   0.186    0.084   0.008   0.003   0.005   0.004   0.003   0.019    1.171   1.493    0.053    1.152    1.243    7.4172    1.1895    7.72    1.234     12.377    0.003       0.7864   0.973   0.978    32.6     285   3       0.599   
  6473212809741024256   DuPont       ASAS-200431-5352.3    RRc-BL    -2.26                  0.27     6.0     -2.28                  0.2      6.0    -2.2699999999999996    0.116   0.0     Sneden2017   301.1310340134582    -53.87190253933757    NaN       NaN         200431-5352.3   asas     200431-5352.3   1.0    ""         213   0.300234   0.197    0.089   0.004   0.004   0.001   0.001   0.001   0.015    6.138   -2.022   0.01     0.233    0.273    12.3916   0.236     4.217   0.275     10.718    0.001       0.0913   0.967   0.972    97.6     213   3       0.272   
  6473212809741024256   DuPont       ASAS-200431-5352.3    RRc-BL    -2.35                  0.29     9.0     -2.33                  0.25     6.0    -2.34                  0.116   0.0     Sneden2017   301.1310340134582    -53.87190253933757    NaN       NaN         200431-5352.3   asas     200431-5352.3   1.0    ""         213   0.300234   0.197    0.089   0.004   0.004   0.001   0.001   0.001   0.015    6.138   -2.022   0.01     0.233    0.273    12.3916   0.236     4.217   0.275     10.718    0.001       0.0913   0.967   0.972    97.6     213   3       0.272   
  6473212809741024256   DuPont       ASAS-200431-5352.3    RRc-BL    -2.52                  0.24     12.0    -2.52                  0.27     7.0    -2.52                  0.116   0.0     Sneden2017   301.1310340134582    -53.87190253933757    NaN       NaN         200431-5352.3   asas     200431-5352.3   1.0    ""         213   0.300234   0.197    0.089   0.004   0.004   0.001   0.001   0.001   0.015    6.138   -2.022   0.01     0.233    0.273    12.3916   0.236     4.217   0.275     10.718    0.001       0.0913   0.967   0.972    97.6     213   3       0.272   
